feedback,satisfaction,improvement_score,User ID,Timestamp,Category,Feedback Sentiment,Customer Type,Response Time (hrs),Resolved Status,Resolution Time (days),Feedback Length,Engagement Score
Perfect balance of flavors.,3,3,U00685,2024-09-15 07:57:59.221966,Software,Positive,Returning User,38,Yes,16.0,27,5.74
Too salty for my preference.,1,5,U00686,2024-05-06 07:57:59.221968,Food,Neutral,Returning User,4,No,,28,8.05
Perfect balance of flavors.,3,3,U00687,2024-05-15 07:57:59.221969,Electronics,Negative,Returning User,24,No,,27,5.72
"Very satisfying, good quality.",4,4,U00688,2024-12-02 07:57:59.221971,Food,Positive,VIP User,38,Yes,23.0,30,4.41
"Great taste, loved it!",4,1,U00689,2024-12-29 07:57:59.221973,Service,Neutral,Returning User,14,No,,22,6.18
Delicious and well-seasoned.,5,5,U00690,2024-08-31 07:57:59.221975,Service,Negative,New User,52,No,,28,2.24
Too spicy for me.,5,3,U00691,2024-07-05 07:57:59.221977,Software,Neutral,VIP User,36,Yes,18.0,17,6.98
"Not as expected, needs improvement.",2,3,U00692,2024-04-27 07:57:59.221979,Clothing,Neutral,Returning User,19,No,,35,9.72
Delicious and well-seasoned.,5,5,U00693,2024-09-13 07:57:59.221982,Service,Negative,Returning User,26,No,,28,8.68
Delicious and well-seasoned.,5,5,U00694,2025-02-15 07:57:59.221984,Software,Neutral,VIP User,1,Yes,18.0,28,7.49
Delicious and well-seasoned.,5,5,U00695,2024-09-23 07:57:59.221986,Electronics,Neutral,VIP User,60,Yes,23.0,28,7.11
Would recommend to friends!,3,3,U00696,2024-11-30 07:57:59.221988,Service,Negative,VIP User,70,No,,27,7.49
Too salty for my preference.,1,5,U00697,2025-03-07 07:57:59.221990,Software,Positive,VIP User,33,No,,28,8.51
Perfect balance of flavors.,3,3,U00698,2024-10-18 07:57:59.221992,Clothing,Negative,New User,36,No,,27,1.46
Could be less oily.,5,5,U00699,2024-06-21 07:57:59.221993,Electronics,Positive,Returning User,29,Yes,10.0,19,2.45
"Very satisfying, good quality.",4,4,U00700,2024-07-03 07:57:59.221995,Clothing,Positive,VIP User,65,Yes,10.0,30,4.29
Needs improvement in texture.,2,5,U00701,2024-05-18 07:57:59.221997,Software,Neutral,New User,3,Yes,24.0,29,2.99
Delicious and well-seasoned.,5,5,U00702,2024-12-20 07:57:59.221999,Service,Negative,Returning User,12,Yes,9.0,28,6.85
"Amazing experience, will buy again.",2,5,U00703,2024-06-09 07:57:59.222001,Food,Negative,New User,17,Yes,13.0,35,5.87
Too salty for my preference.,1,5,U00704,2024-10-08 07:57:59.222003,Clothing,Negative,Returning User,57,No,,28,4.56
"Not as expected, needs improvement.",2,3,U00705,2025-01-01 07:57:59.222005,Food,Positive,Returning User,2,Yes,6.0,35,5.76
Portion size could be larger.,4,4,U00706,2025-03-03 07:57:59.222007,Clothing,Neutral,New User,64,No,,29,1.74
"Not as expected, needs improvement.",2,3,U00707,2024-10-05 07:57:59.222009,Food,Negative,Returning User,20,Yes,12.0,35,1.17
Too spicy for me.,5,3,U00708,2024-10-17 07:57:59.222010,Service,Positive,New User,13,Yes,22.0,17,5.08
Needs improvement in texture.,2,5,U00709,2024-07-19 07:57:59.222012,Food,Negative,New User,53,Yes,30.0,29,7.89
Could be less oily.,5,5,U00710,2024-08-29 07:57:59.222014,Food,Positive,New User,9,No,,19,8.39
"Amazing experience, will buy again.",2,5,U00711,2024-09-19 07:57:59.222016,Service,Negative,Returning User,4,Yes,21.0,35,4.8
"Not as expected, needs improvement.",2,3,U00712,2024-07-03 07:57:59.222018,Clothing,Positive,New User,8,No,,35,5.13
Could be less oily.,5,5,U00713,2025-02-03 07:57:59.222020,Clothing,Neutral,New User,66,Yes,9.0,19,7.67
Needs improvement in texture.,2,5,U00714,2024-03-23 07:57:59.222022,Food,Positive,Returning User,21,Yes,10.0,29,8.74
Delicious and well-seasoned.,5,5,U00715,2024-10-06 07:57:59.222024,Food,Positive,Returning User,25,No,,28,5.08
"Amazing experience, will buy again.",2,5,U00716,2024-07-31 07:57:59.222026,Electronics,Neutral,Returning User,68,Yes,21.0,35,4.91
Could be less oily.,5,5,U00717,2024-05-22 07:57:59.222028,Electronics,Negative,New User,59,Yes,29.0,19,4.4
Too spicy for me.,5,3,U00718,2025-03-14 07:57:59.222030,Electronics,Negative,Returning User,12,Yes,22.0,17,2.46
Perfect balance of flavors.,3,3,U00719,2024-06-29 07:57:59.222032,Electronics,Negative,VIP User,21,Yes,14.0,27,3.79
"Great taste, loved it!",4,1,U00720,2024-04-20 07:57:59.222034,Clothing,Positive,VIP User,9,No,,22,4.12
Perfect balance of flavors.,3,3,U00721,2024-07-11 07:57:59.222036,Food,Positive,Returning User,69,Yes,28.0,27,9.29
Needs improvement in texture.,2,5,U00722,2024-12-03 07:57:59.222038,Service,Positive,New User,33,No,,29,9.44
Too salty for my preference.,1,5,U00723,2024-11-28 07:57:59.222040,Clothing,Neutral,New User,28,No,,28,3.51
"Great taste, loved it!",4,1,U00724,2025-02-13 07:57:59.222042,Clothing,Neutral,Returning User,61,Yes,11.0,22,9.85
"Very satisfying, good quality.",4,4,U00725,2024-06-19 07:57:59.222044,Clothing,Negative,Returning User,47,No,,30,6.07
Too spicy for me.,5,3,U00726,2024-10-09 07:57:59.222046,Electronics,Negative,Returning User,1,Yes,12.0,17,9.12
"Very satisfying, good quality.",4,4,U00727,2024-10-25 07:57:59.222047,Clothing,Negative,Returning User,68,Yes,20.0,30,5.1
Would recommend to friends!,3,3,U00728,2025-02-09 07:57:59.222049,Clothing,Neutral,VIP User,15,Yes,29.0,27,5.82
"Amazing experience, will buy again.",2,5,U00729,2024-12-15 07:57:59.222051,Service,Neutral,Returning User,25,Yes,4.0,35,3.9
Great value for money.,3,5,U00730,2024-12-27 07:57:59.222053,Clothing,Positive,Returning User,19,Yes,3.0,22,4.98
"Great taste, loved it!",4,1,U00731,2024-06-04 07:57:59.222055,Food,Neutral,VIP User,47,No,,22,9.28
"Very satisfying, good quality.",4,4,U00732,2024-12-26 07:57:59.222057,Electronics,Positive,Returning User,27,Yes,17.0,30,2.58
"Not as expected, needs improvement.",2,3,U00733,2024-09-19 07:57:59.222059,Food,Positive,Returning User,29,Yes,21.0,35,3.14
"Very satisfying, good quality.",4,4,U00734,2024-08-22 07:57:59.222061,Electronics,Neutral,New User,69,No,,30,4.17
Could be less oily.,5,5,U00735,2025-03-11 07:57:59.222063,Clothing,Neutral,New User,44,No,,19,1.48
Perfect balance of flavors.,3,3,U00736,2024-11-28 07:57:59.222064,Software,Negative,Returning User,64,Yes,19.0,27,7.94
Could be less oily.,5,5,U00737,2025-01-03 07:57:59.222066,Food,Neutral,Returning User,21,No,,19,8.33
Would recommend to friends!,3,3,U00738,2024-09-25 07:57:59.222068,Food,Negative,VIP User,30,Yes,8.0,27,7.97
"Great taste, loved it!",4,1,U00739,2024-07-24 07:57:59.222070,Clothing,Negative,New User,34,No,,22,2.99
"Great taste, loved it!",4,1,U00740,2024-06-25 07:57:59.222073,Software,Negative,Returning User,39,Yes,10.0,22,5.1
Would recommend to friends!,3,3,U00741,2024-05-14 07:57:59.222075,Electronics,Neutral,New User,39,No,,27,5.84
Needs improvement in texture.,2,5,U00742,2025-03-20 07:57:59.222077,Service,Positive,VIP User,61,Yes,30.0,29,1.59
Could be less oily.,5,5,U00743,2024-07-24 07:57:59.222079,Software,Positive,Returning User,24,Yes,19.0,19,6.88
Lacked freshness.,4,4,U00744,2025-03-13 07:57:59.222081,Electronics,Negative,VIP User,58,No,,17,2.29
"Not as expected, needs improvement.",2,3,U00745,2024-07-25 07:57:59.222083,Service,Negative,New User,64,Yes,14.0,35,4.77
Portion size could be larger.,4,4,U00746,2024-08-29 07:57:59.222084,Food,Negative,Returning User,35,No,,29,9.88
Perfect balance of flavors.,3,3,U00747,2024-10-01 07:57:59.222086,Food,Negative,VIP User,18,Yes,1.0,27,5.04
"Great taste, loved it!",4,1,U00748,2024-04-11 07:57:59.222088,Service,Positive,VIP User,64,No,,22,6.13
Needs improvement in texture.,2,5,U00749,2025-03-02 07:57:59.222091,Software,Negative,Returning User,55,Yes,29.0,29,5.25
Great value for money.,3,5,U00750,2024-07-31 07:57:59.222092,Food,Negative,New User,65,No,,22,9.11
"Not as expected, needs improvement.",2,3,U00751,2024-11-22 07:57:59.222094,Food,Neutral,New User,46,Yes,16.0,35,8.43
Could be less oily.,5,5,U00752,2024-08-02 07:57:59.222096,Food,Neutral,Returning User,30,Yes,2.0,19,1.82
Perfect balance of flavors.,3,3,U00753,2024-10-06 07:57:59.222098,Service,Neutral,New User,15,Yes,13.0,27,8.04
Great value for money.,3,5,U00754,2025-01-12 07:57:59.222100,Food,Negative,VIP User,6,Yes,5.0,22,8.5
Could be less oily.,5,5,U00755,2025-03-19 07:57:59.222102,Electronics,Negative,Returning User,61,No,,19,6.41
"Very satisfying, good quality.",4,4,U00756,2025-02-09 07:57:59.222104,Food,Positive,New User,53,Yes,10.0,30,5.57
Great value for money.,3,5,U00757,2024-08-09 07:57:59.222106,Service,Neutral,Returning User,6,Yes,12.0,22,4.88
Would recommend to friends!,3,3,U00758,2025-02-06 07:57:59.222108,Food,Neutral,New User,46,Yes,15.0,27,6.77
"Mild flavors, could be stronger.",5,1,U00759,2024-10-16 07:57:59.222110,Software,Positive,VIP User,12,Yes,16.0,32,1.82
Needs improvement in texture.,2,5,U00760,2024-12-21 07:57:59.222111,Software,Neutral,New User,70,No,,29,8.85
Perfect balance of flavors.,3,3,U00761,2024-06-06 07:57:59.222113,Food,Neutral,VIP User,58,No,,27,1.95
Delicious and well-seasoned.,5,5,U00762,2025-03-05 07:57:59.222117,Electronics,Neutral,VIP User,70,No,,28,2.05
"Mild flavors, could be stronger.",5,1,U00763,2024-05-30 07:57:59.222118,Software,Neutral,New User,51,Yes,23.0,32,3.74
"Amazing experience, will buy again.",2,5,U00764,2024-12-24 07:57:59.222120,Clothing,Positive,New User,56,No,,35,9.87
"Amazing experience, will buy again.",2,5,U00765,2024-10-19 07:57:59.222123,Clothing,Negative,New User,36,Yes,2.0,35,2.91
Perfect balance of flavors.,3,3,U00766,2024-11-10 07:57:59.222124,Service,Positive,New User,5,No,,27,6.97
Great value for money.,3,5,U00767,2024-07-31 07:57:59.222126,Service,Positive,VIP User,37,Yes,27.0,22,2.76
Could be less oily.,5,5,U00768,2024-07-07 07:57:59.222128,Food,Neutral,VIP User,42,Yes,27.0,19,4.48
Needs improvement in texture.,2,5,U00769,2024-04-07 07:57:59.222130,Electronics,Negative,VIP User,27,No,,29,2.5
Portion size could be larger.,4,4,U00770,2024-08-04 07:57:59.222132,Electronics,Negative,Returning User,57,Yes,3.0,29,6.77
"Amazing experience, will buy again.",2,5,U00771,2024-11-25 07:57:59.222134,Electronics,Positive,New User,2,No,,35,7.66
Needs improvement in texture.,2,5,U00772,2024-10-11 07:57:59.222136,Clothing,Negative,New User,54,Yes,7.0,29,5.0
"Amazing experience, will buy again.",2,5,U00773,2024-03-29 07:57:59.222138,Electronics,Positive,VIP User,30,No,,35,5.91
"Very satisfying, good quality.",4,4,U00774,2024-07-26 07:57:59.222140,Food,Neutral,VIP User,61,No,,30,6.55
Could be less oily.,5,5,U00775,2024-07-04 07:57:59.222142,Electronics,Neutral,VIP User,8,No,,19,8.97
"Very satisfying, good quality.",4,4,U00776,2025-03-14 07:57:59.222144,Electronics,Negative,New User,3,No,,30,9.44
"Not as expected, needs improvement.",2,3,U00777,2024-11-30 07:57:59.222146,Software,Negative,VIP User,19,No,,35,5.68
"Amazing experience, will buy again.",2,5,U00778,2024-09-07 07:57:59.222148,Software,Positive,New User,60,Yes,7.0,35,8.37
Delicious and well-seasoned.,5,5,U00779,2024-07-15 07:57:59.222150,Electronics,Negative,New User,46,No,,28,8.81
Delicious and well-seasoned.,5,5,U00780,2024-10-13 07:57:59.222152,Software,Neutral,VIP User,24,Yes,24.0,28,9.87
"Very satisfying, good quality.",4,4,U00781,2024-07-02 07:57:59.222153,Service,Positive,VIP User,68,Yes,19.0,30,3.99
Would recommend to friends!,3,3,U00782,2024-12-05 07:57:59.222155,Service,Neutral,VIP User,68,Yes,29.0,27,5.31
"Mild flavors, could be stronger.",5,1,U00783,2024-07-11 07:57:59.222157,Service,Neutral,VIP User,61,No,,32,8.31
Delicious and well-seasoned.,5,5,U00784,2025-03-03 07:57:59.222159,Clothing,Neutral,New User,16,Yes,28.0,28,4.02
"Amazing experience, will buy again.",2,5,U00785,2024-04-14 07:57:59.222161,Food,Positive,New User,29,No,,35,2.73
Perfect balance of flavors.,3,3,U00786,2025-01-26 07:57:59.222163,Software,Negative,VIP User,67,Yes,15.0,27,6.02
"Very satisfying, good quality.",4,4,U00787,2024-10-24 07:57:59.222165,Software,Negative,VIP User,5,Yes,2.0,30,3.54
"Not as expected, needs improvement.",2,3,U00788,2024-08-22 07:57:59.222167,Clothing,Negative,New User,50,Yes,15.0,35,6.41
Portion size could be larger.,4,4,U00789,2024-05-06 07:57:59.222169,Food,Positive,Returning User,26,No,,29,8.79
Portion size could be larger.,4,4,U00790,2024-07-17 07:57:59.222171,Food,Neutral,Returning User,29,Yes,5.0,29,9.38
Too salty for my preference.,1,5,U00791,2024-04-15 07:57:59.222172,Electronics,Neutral,New User,43,Yes,11.0,28,1.09
"Mild flavors, could be stronger.",5,1,U00792,2024-07-09 07:57:59.222174,Service,Positive,Returning User,18,Yes,22.0,32,7.34
Great value for money.,3,5,U00793,2025-02-01 07:57:59.222176,Service,Neutral,Returning User,62,No,,22,9.6
Could be less oily.,5,5,U00794,2024-11-22 07:57:59.222178,Software,Negative,Returning User,50,Yes,27.0,19,2.78
Delicious and well-seasoned.,5,5,U00795,2025-03-13 07:57:59.222180,Clothing,Negative,VIP User,34,No,,28,4.05
Delicious and well-seasoned.,5,5,U00796,2024-06-23 07:57:59.222182,Food,Negative,VIP User,30,No,,28,6.02
Great value for money.,3,5,U00797,2025-02-14 07:57:59.222184,Electronics,Negative,New User,52,Yes,28.0,22,9.62
"Great taste, loved it!",4,1,U00798,2025-01-05 07:57:59.222186,Clothing,Neutral,VIP User,64,No,,22,9.16
"Not as expected, needs improvement.",2,3,U00799,2024-06-20 07:57:59.222188,Service,Neutral,New User,16,No,,35,4.77
Lacked freshness.,4,4,U00800,2024-11-07 07:57:59.222190,Software,Neutral,Returning User,39,No,,17,9.01
"Very satisfying, good quality.",4,4,U00801,2024-10-30 07:57:59.222192,Food,Positive,VIP User,19,Yes,21.0,30,5.94
Would recommend to friends!,3,3,U00802,2024-11-05 07:57:59.222194,Electronics,Positive,Returning User,63,Yes,21.0,27,7.53
"Not as expected, needs improvement.",2,3,U00803,2024-11-19 07:57:59.222196,Clothing,Positive,VIP User,26,No,,35,6.16
Too spicy for me.,5,3,U00804,2024-04-07 07:57:59.222197,Service,Neutral,New User,62,Yes,7.0,17,8.67
Delicious and well-seasoned.,5,5,U00805,2024-06-05 07:57:59.222199,Electronics,Negative,Returning User,8,No,,28,5.66
Could be less oily.,5,5,U00806,2024-07-08 07:57:59.222201,Service,Positive,Returning User,1,No,,19,8.18
Too salty for my preference.,1,5,U00807,2024-10-23 07:57:59.222203,Food,Neutral,VIP User,66,Yes,5.0,28,2.62
Portion size could be larger.,4,4,U00808,2025-03-23 07:57:59.222205,Clothing,Negative,VIP User,2,Yes,28.0,29,4.42
Delicious and well-seasoned.,5,5,U00809,2024-07-15 07:57:59.222207,Food,Neutral,VIP User,30,No,,28,9.2
Too salty for my preference.,1,5,U00810,2025-03-10 07:57:59.222209,Clothing,Neutral,VIP User,44,No,,28,4.31
"Amazing experience, will buy again.",2,5,U00811,2025-02-03 07:57:59.222211,Clothing,Negative,Returning User,57,Yes,15.0,35,9.35
"Not as expected, needs improvement.",2,3,U00812,2025-02-25 07:57:59.222213,Software,Positive,New User,44,No,,35,1.49
"Amazing experience, will buy again.",2,5,U00813,2024-09-22 07:57:59.222215,Service,Positive,Returning User,53,Yes,13.0,35,6.77
Lacked freshness.,4,4,U00814,2024-12-28 07:57:59.222217,Clothing,Negative,Returning User,42,No,,17,9.99
Perfect balance of flavors.,3,3,U00815,2024-11-27 07:57:59.222219,Electronics,Negative,Returning User,37,Yes,2.0,27,9.9
Too spicy for me.,5,3,U00816,2024-08-27 07:57:59.222221,Service,Positive,New User,65,Yes,28.0,17,8.59
"Not as expected, needs improvement.",2,3,U00817,2024-05-27 07:57:59.222223,Software,Positive,Returning User,18,Yes,17.0,35,4.9
"Great taste, loved it!",4,1,U00818,2025-01-14 07:57:59.222225,Electronics,Positive,VIP User,12,Yes,10.0,22,9.27
Lacked freshness.,4,4,U00819,2024-03-26 07:57:59.222227,Clothing,Neutral,New User,58,Yes,3.0,17,5.79
Needs improvement in texture.,2,5,U00820,2024-06-17 07:57:59.222229,Service,Positive,Returning User,34,Yes,4.0,29,1.34
"Great taste, loved it!",4,1,U00821,2025-01-30 07:57:59.222230,Software,Neutral,Returning User,32,No,,22,7.1
"Mild flavors, could be stronger.",5,1,U00822,2024-06-13 07:57:59.222232,Service,Neutral,New User,50,Yes,26.0,32,2.36
"Very satisfying, good quality.",4,4,U00823,2024-06-19 07:57:59.222234,Clothing,Neutral,VIP User,4,No,,30,4.4
Could be less oily.,5,5,U00824,2024-10-06 07:57:59.222236,Clothing,Positive,New User,64,Yes,28.0,19,7.28
"Not as expected, needs improvement.",2,3,U00825,2025-03-03 07:57:59.222238,Electronics,Positive,Returning User,46,No,,35,8.91
Needs improvement in texture.,2,5,U00826,2024-07-30 07:57:59.222240,Clothing,Negative,New User,25,No,,29,9.49
Needs improvement in texture.,2,5,U00827,2025-02-08 07:57:59.222242,Service,Positive,Returning User,64,Yes,23.0,29,1.49
Lacked freshness.,4,4,U00828,2024-07-13 07:57:59.222244,Clothing,Negative,Returning User,69,No,,17,1.18
Great value for money.,3,5,U00829,2024-08-07 07:57:59.222246,Electronics,Positive,Returning User,60,No,,22,6.79
"Mild flavors, could be stronger.",5,1,U00830,2025-01-17 07:57:59.222248,Software,Negative,VIP User,64,No,,32,7.93
Perfect balance of flavors.,3,3,U00831,2025-02-08 07:57:59.222250,Software,Neutral,New User,21,No,,27,2.01
"Not as expected, needs improvement.",2,3,U00832,2025-02-27 07:57:59.222252,Food,Neutral,Returning User,49,Yes,21.0,35,8.83
Great value for money.,3,5,U00833,2024-06-30 07:57:59.222254,Electronics,Neutral,Returning User,28,Yes,1.0,22,2.84
Lacked freshness.,4,4,U00834,2025-03-12 07:57:59.222256,Software,Positive,VIP User,10,No,,17,2.99
"Very satisfying, good quality.",4,4,U00835,2024-11-14 07:57:59.222258,Clothing,Negative,Returning User,63,No,,30,9.4
Portion size could be larger.,4,4,U00836,2024-05-14 07:57:59.222260,Electronics,Negative,New User,33,Yes,19.0,29,4.46
Delicious and well-seasoned.,5,5,U00837,2024-04-21 07:57:59.222262,Food,Neutral,Returning User,41,No,,28,5.62
Delicious and well-seasoned.,5,5,U00838,2025-01-22 07:57:59.222264,Electronics,Negative,VIP User,28,Yes,6.0,28,7.37
Perfect balance of flavors.,3,3,U00839,2024-09-28 07:57:59.222266,Electronics,Neutral,Returning User,68,Yes,11.0,27,7.39
"Very satisfying, good quality.",4,4,U00840,2024-03-28 07:57:59.222268,Service,Negative,VIP User,28,Yes,4.0,30,8.62
Would recommend to friends!,3,3,U00841,2024-11-28 07:57:59.222270,Food,Negative,Returning User,28,No,,27,6.56
Perfect balance of flavors.,3,3,U00842,2024-03-23 07:57:59.222272,Electronics,Negative,New User,44,No,,27,7.88
"Not as expected, needs improvement.",2,3,U00843,2025-02-10 07:57:59.222273,Food,Positive,New User,28,No,,35,1.48
"Not as expected, needs improvement.",2,3,U00844,2024-05-17 07:57:59.222275,Software,Neutral,Returning User,23,No,,35,1.65
Too salty for my preference.,1,5,U00845,2024-06-30 07:57:59.222277,Service,Positive,Returning User,24,No,,28,2.23
Great value for money.,3,5,U00846,2024-04-24 07:57:59.222279,Electronics,Positive,New User,43,No,,22,4.64
Would recommend to friends!,3,3,U00847,2024-08-15 07:57:59.222281,Service,Negative,New User,1,No,,27,2.26
Delicious and well-seasoned.,5,5,U00848,2024-03-30 07:57:59.222283,Service,Negative,New User,50,No,,28,3.78
Needs improvement in texture.,2,5,U00849,2024-08-17 07:57:59.222285,Service,Positive,New User,45,Yes,12.0,29,3.84
Great value for money.,3,5,U00850,2024-04-24 07:57:59.222287,Software,Negative,VIP User,13,Yes,7.0,22,3.67
Too spicy for me.,5,3,U00851,2025-02-17 07:57:59.222289,Food,Neutral,Returning User,64,Yes,29.0,17,2.77
"Not as expected, needs improvement.",2,3,U00852,2025-03-19 07:57:59.222291,Food,Positive,VIP User,58,Yes,29.0,35,9.48
"Mild flavors, could be stronger.",5,1,U00853,2025-01-04 07:57:59.222293,Software,Negative,New User,11,No,,32,2.37
Could be less oily.,5,5,U00854,2025-03-02 07:57:59.222295,Electronics,Negative,Returning User,61,No,,19,5.96
"Very satisfying, good quality.",4,4,U00855,2024-06-08 07:57:59.222297,Electronics,Positive,New User,2,No,,30,8.97
"Great taste, loved it!",4,1,U00856,2025-03-11 07:57:59.222299,Clothing,Positive,Returning User,21,No,,22,9.65
Perfect balance of flavors.,3,3,U00857,2024-09-04 07:57:59.222301,Electronics,Positive,New User,13,No,,27,5.66
"Not as expected, needs improvement.",2,3,U00858,2024-10-10 07:57:59.222302,Electronics,Positive,New User,62,Yes,23.0,35,1.66
Great value for money.,3,5,U00859,2025-01-03 07:57:59.222304,Software,Positive,VIP User,14,No,,22,4.93
Would recommend to friends!,3,3,U00860,2025-01-06 07:57:59.222306,Software,Negative,Returning User,43,Yes,14.0,27,1.07
Could be less oily.,5,5,U00861,2024-06-05 07:57:59.222308,Software,Neutral,Returning User,38,Yes,22.0,19,1.97
"Mild flavors, could be stronger.",5,1,U00862,2024-12-24 07:57:59.222312,Food,Negative,VIP User,36,Yes,7.0,32,7.23
Great value for money.,3,5,U00863,2024-05-14 07:57:59.222314,Service,Negative,VIP User,42,Yes,23.0,22,1.64
"Great taste, loved it!",4,1,U00864,2025-02-13 07:57:59.222316,Electronics,Positive,New User,15,No,,22,2.37
Could be less oily.,5,5,U00865,2024-08-30 07:57:59.222318,Clothing,Neutral,New User,29,No,,19,5.96
Too spicy for me.,5,3,U00866,2025-02-07 07:57:59.222319,Food,Neutral,VIP User,65,Yes,12.0,17,2.67
"Great taste, loved it!",4,1,U00867,2024-06-20 07:57:59.222321,Software,Negative,New User,4,Yes,9.0,22,8.77
Lacked freshness.,4,4,U00868,2024-12-20 07:57:59.222323,Clothing,Negative,Returning User,70,Yes,15.0,17,8.39
"Amazing experience, will buy again.",2,5,U00869,2024-05-24 07:57:59.222325,Software,Neutral,VIP User,3,Yes,16.0,35,1.55
Lacked freshness.,4,4,U00870,2024-04-30 07:57:59.222327,Clothing,Positive,VIP User,60,Yes,16.0,17,6.96
Delicious and well-seasoned.,5,5,U00871,2024-06-10 07:57:59.222329,Clothing,Negative,New User,31,No,,28,8.52
Great value for money.,3,5,U00872,2024-10-22 07:57:59.222332,Clothing,Neutral,New User,50,Yes,18.0,22,9.02
"Not as expected, needs improvement.",2,3,U00873,2024-12-28 07:57:59.222334,Electronics,Negative,New User,70,Yes,28.0,35,5.76
"Not as expected, needs improvement.",2,3,U00874,2024-09-11 07:57:59.222336,Clothing,Positive,VIP User,45,No,,35,8.5
"Not as expected, needs improvement.",2,3,U00875,2024-04-16 07:57:59.222338,Service,Positive,New User,55,No,,35,6.46
"Mild flavors, could be stronger.",5,1,U00876,2024-05-17 07:57:59.222340,Service,Neutral,New User,15,Yes,24.0,32,7.04
"Amazing experience, will buy again.",2,5,U00877,2024-09-05 07:57:59.222342,Electronics,Neutral,New User,69,No,,35,7.39
Lacked freshness.,4,4,U00878,2024-03-25 07:57:59.222343,Electronics,Positive,Returning User,21,Yes,11.0,17,2.17
"Amazing experience, will buy again.",2,5,U00879,2024-06-13 07:57:59.222345,Service,Positive,Returning User,38,Yes,5.0,35,5.41
Portion size could be larger.,4,4,U00880,2025-03-22 07:57:59.222347,Electronics,Neutral,New User,63,No,,29,6.38
Great value for money.,3,5,U00881,2024-09-25 07:57:59.222349,Clothing,Neutral,New User,67,No,,22,7.6
"Amazing experience, will buy again.",2,5,U00882,2024-06-27 07:57:59.222351,Clothing,Positive,VIP User,34,Yes,4.0,35,8.13
Needs improvement in texture.,2,5,U00883,2024-12-13 07:57:59.222353,Service,Positive,VIP User,20,No,,29,4.52
Perfect balance of flavors.,3,3,U00884,2024-03-28 07:57:59.222355,Electronics,Neutral,New User,39,Yes,29.0,27,2.17
Perfect balance of flavors.,3,3,U00885,2024-09-07 07:57:59.222359,Clothing,Neutral,New User,21,Yes,26.0,27,7.08
Needs improvement in texture.,2,5,U00886,2025-02-20 07:57:59.222362,Software,Negative,New User,44,Yes,14.0,29,8.64
Could be less oily.,5,5,U00887,2024-11-23 07:57:59.222365,Food,Neutral,VIP User,19,No,,19,9.24
Too salty for my preference.,1,5,U00888,2024-10-13 07:57:59.222369,Electronics,Neutral,VIP User,22,Yes,11.0,28,4.96
"Mild flavors, could be stronger.",5,1,U00889,2024-08-30 07:57:59.222372,Software,Neutral,VIP User,8,No,,32,3.18
Could be less oily.,5,5,U00890,2024-06-09 07:57:59.222375,Clothing,Neutral,Returning User,59,Yes,10.0,19,7.91
"Great taste, loved it!",4,1,U00891,2025-01-21 07:57:59.222378,Software,Negative,New User,38,No,,22,8.03
Would recommend to friends!,3,3,U00892,2025-03-22 07:57:59.222382,Clothing,Negative,VIP User,15,No,,27,8.93
"Mild flavors, could be stronger.",5,1,U00893,2024-04-09 07:57:59.222385,Electronics,Neutral,VIP User,3,Yes,25.0,32,8.41
"Mild flavors, could be stronger.",5,1,U00894,2024-06-12 07:57:59.222388,Clothing,Positive,VIP User,5,Yes,20.0,32,2.68
"Great taste, loved it!",4,1,U00895,2024-09-19 07:57:59.222392,Service,Negative,VIP User,45,No,,22,1.73
"Amazing experience, will buy again.",2,5,U00896,2024-06-02 07:57:59.222399,Electronics,Neutral,VIP User,39,No,,35,8.7
Lacked freshness.,4,4,U00897,2024-10-26 07:57:59.222402,Clothing,Positive,New User,55,No,,17,1.67
Lacked freshness.,4,4,U00898,2024-06-13 07:57:59.222404,Clothing,Neutral,New User,16,No,,17,7.42
Perfect balance of flavors.,3,3,U00899,2024-08-28 07:57:59.222406,Service,Neutral,Returning User,55,No,,27,2.0
"Very satisfying, good quality.",4,4,U00900,2024-08-31 07:57:59.222408,Food,Negative,New User,41,No,,30,4.86
Could be less oily.,5,5,U00901,2024-05-31 07:57:59.222410,Software,Neutral,Returning User,8,Yes,6.0,19,8.35
Portion size could be larger.,4,4,U00902,2024-12-02 07:57:59.222412,Clothing,Neutral,Returning User,36,Yes,22.0,29,5.81
Great value for money.,3,5,U00903,2025-01-17 07:57:59.222414,Electronics,Positive,Returning User,57,No,,22,4.46
Delicious and well-seasoned.,5,5,U00904,2024-06-17 07:57:59.222416,Software,Positive,New User,21,Yes,23.0,28,9.57
Too spicy for me.,5,3,U00905,2024-10-15 07:57:59.222418,Software,Neutral,Returning User,22,No,,17,7.86
Lacked freshness.,4,4,U00906,2025-03-08 07:57:59.222420,Electronics,Negative,Returning User,59,No,,17,2.95
Great value for money.,3,5,U00907,2024-07-15 07:57:59.222422,Clothing,Negative,VIP User,25,No,,22,4.24
Too spicy for me.,5,3,U00908,2024-11-01 07:57:59.222424,Food,Negative,Returning User,49,No,,17,5.26
Great value for money.,3,5,U00909,2024-08-30 07:57:59.222426,Clothing,Negative,New User,13,Yes,6.0,22,4.15
"Amazing experience, will buy again.",2,5,U00910,2025-02-07 07:57:59.222428,Food,Neutral,Returning User,61,No,,35,4.36
